age,race,sex,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid,decile_score,score_text,charge_degree,sex_male
38,African-American,Male,4,M,Battery,0,0,0,0,2,Low,0,1
22,African-American,Male,3,F,Burglary Dwelling Occupied,0,0,1,1,6,Medium,1,1
46,Caucasian,Male,0,M,Battery,0,0,0,1,2,Low,0,1
38,African-American,Male,0,F,Cruelty Toward Child,0,0,0,1,3,Low,1,1
36,African-American,Male,0,F,Possession of Cannabis,0,0,0,0,6,Medium,1,1
22,Caucasian,Male,6,F,Crimin Mischief Damage $1000+,0,0,0,1,9,High,1,1
29,African-American,Male,11,M,Operating W/O Valid License,0,0,0,0,10,High,0,1
39,African-American,Male,2,M,Driving Under The Influence,0,0,0,0,2,Low,0,1
47,Caucasian,Male,0,M,Battery,0,0,0,0,2,Low,0,1
26,African-American,Male,7,F,Grand Theft in the 3rd Degree,0,0,0,1,10,High,1,1
21,African-American,Female,0,F,Burglary Dwelling Assault/Batt,0,0,0,1,5,Medium,1,0
63,African-American,Male,2,M,Viol Injunct Domestic Violence,0,0,0,0,1,Low,0,1
27,African-American,Male,2,F,Possession of Cocaine,0,0,0,1,2,Low,1,1
55,Caucasian,Male,27,M,Battery,0,0,0,0,5,Medium,0,1
54,Other,Male,2,M,Battery,0,0,0,1,2,Low,0,1
26,Caucasian,Male,0,F,Harm Public Servant Or Family,0,0,0,1,5,Medium,1,1
37,Caucasian,Male,1,M,Battery,0,0,0,0,2,Low,0,1
34,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,1
48,Hispanic,Female,4,F,arrest case no charge,0,0,0,1,1,Low,1,0
25,African-American,Male,2,F,Possession Of Methamphetamine,1,1,0,1,7,Medium,1,1
57,Other,Male,0,F,Agg Assault W/int Com Fel Dome,0,0,0,0,1,Low,1,1
21,Hispanic,Male,0,F,Burglary Conveyance Unoccup,0,0,0,1,3,Low,1,1
32,African-American,Male,8,F,Uttering a Forged Instrument,0,0,1,0,9,High,1,1
25,African-American,Female,5,F,Agg Battery Grt/Bod/Harm,0,0,0,1,9,High,1,0
33,African-American,Female,2,F,Grand Theft (Motor Vehicle),0,0,0,1,3,Low,1,0
26,African-American,Male,2,F,Grand Theft in the 3rd Degree,0,0,0,1,5,Medium,1,1
29,African-American,Male,2,M,Petit Theft,0,0,0,0,4,Low,0,1
28,Caucasian,Male,6,M,arrest case no charge,0,0,0,1,4,Low,0,1
53,African-American,Male,20,F,arrest case no charge,0,0,0,0,5,Medium,1,1
57,Hispanic,Male,1,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
27,Caucasian,Male,0,F,Burglary Dwelling Armed,0,0,0,0,2,Low,1,1
48,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,2,Low,1,1
29,Hispanic,Male,0,M,Disorderly Conduct,0,0,0,1,2,Low,0,1
25,Caucasian,Male,1,M,Battery,0,0,0,1,4,Low,0,1
67,Caucasian,Male,0,F,Cruelty Toward Child,0,0,0,0,1,Low,1,1
29,African-American,Male,2,M,Agg Fleeing and Eluding,0,0,1,0,5,Medium,0,1
53,African-American,Female,3,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,0
49,African-American,Male,0,F,Possession of Cocaine,0,0,0,0,1,Low,1,1
44,Caucasian,Female,0,M,Driving Under The Influence,0,0,0,0,1,Low,0,0
55,Hispanic,Female,0,F,Aggravated Battery / Pregnant,0,0,0,0,1,Low,1,0
26,African-American,Male,10,F,Resist Officer w/Violence,1,0,0,1,8,High,1,1
46,African-American,Male,0,M,Battery,0,0,0,0,1,Low,0,1
30,Caucasian,Male,1,F,Possession of Cocaine,0,0,0,1,3,Low,1,1
48,African-American,Female,0,F,Tampering With Physical Evidence,0,0,0,1,6,Medium,1,0
77,African-American,Male,1,M,Driving License Suspended,0,0,0,1,1,Low,0,1
21,African-American,Male,2,F,Grand Theft in the 3rd Degree,0,2,2,1,10,High,1,1
54,African-American,Male,4,F,Sex Batt Faml/Cust Vict 12-17Y,0,0,0,1,3,Low,1,1
54,Caucasian,Male,3,F,Manufacture Cannabis,0,0,0,0,2,Low,1,1
26,African-American,Male,15,F,arrest case no charge,0,0,0,0,9,High,1,1
23,African-American,Male,8,F,Burglary Structure Unoccup,0,1,1,1,9,High,1,1
39,Caucasian,Male,2,F,arrest case no charge,0,0,0,0,2,Low,1,1
35,Hispanic,Male,13,F,Driving While License Revoked,0,0,0,0,7,Medium,1,1
29,African-American,Male,1,M,Battery,0,0,0,1,1,Low,0,1
30,African-American,Male,9,M,Viol Prot Injunc Repeat Viol,1,0,0,1,4,Low,0,1
41,African-American,Male,6,F,Poss Cocaine/Intent To Del/Sel,0,0,0,0,3,Low,1,1
32,African-American,Male,1,M,Battery,0,0,0,0,10,High,0,1
48,African-American,Male,12,M,arrest case no charge,0,0,0,0,6,Medium,0,1
52,African-American,Male,0,M,Battery,0,0,0,1,6,Medium,0,1
31,African-American,Male,3,F,Grand Theft in the 3rd Degree,0,1,0,1,1,Low,1,1
22,Caucasian,Male,1,F,Possession Of Alprazolam,0,0,3,1,5,Medium,1,1
46,Caucasian,Female,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,0
29,African-American,Male,7,F,Poss Tetrahydrocannabinols,0,0,0,1,4,Low,1,1
22,African-American,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,7,Medium,1,0
39,African-American,Male,8,F,Lewd or Lascivious Molestation,0,0,0,0,4,Low,1,1
35,African-American,Male,9,F,Possession of Cannabis,0,0,0,0,6,Medium,1,1
26,African-American,Male,1,M,Battery,0,0,0,0,1,Low,0,1
27,African-American,Male,1,F,Crim Use of Personal ID Info,0,0,0,0,2,Low,1,1
27,African-American,Male,5,F,arrest case no charge,0,0,0,1,10,High,1,1
34,Caucasian,Female,10,F,Possession of Cocaine,0,0,0,1,9,High,1,0
32,African-American,Female,0,M,Battery,0,0,0,1,1,Low,0,0
25,African-American,Male,5,F,arrest case no charge,0,0,1,1,9,High,1,1
22,Caucasian,Male,2,M,Battery,0,0,1,1,5,Medium,0,1
52,African-American,Male,7,F,Possession of Cocaine,0,0,0,1,9,High,1,1
21,African-American,Male,2,F,Tampering With Physical Evidence,0,0,0,1,10,High,1,1
28,African-American,Male,11,F,Burglary Conveyance Unoccup,0,1,0,1,9,High,1,1
26,Hispanic,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,6,Medium,1,1
23,Caucasian,Male,4,M,Battery,0,1,0,1,4,Low,0,1
31,African-American,Male,1,M,Battery,0,0,0,0,1,Low,0,1
34,Caucasian,Male,1,M,Battery,0,0,0,0,5,Medium,0,1
32,African-American,Male,0,M,Possession of Cannabis,0,0,0,0,4,Low,0,1
50,Caucasian,Female,0,M,Driving Under The Influence,0,0,0,1,3,Low,0,0
27,African-American,Male,1,M,Burglary Unoccupied Dwelling,0,0,0,0,5,Medium,0,1
26,African-American,Female,4,F,arrest case no charge,0,1,0,0,3,Low,1,0
27,African-American,Male,4,F,Aggravated Assault W/Dead Weap,1,0,0,1,5,Medium,1,1
29,Caucasian,Male,0,F,Aggravated Assault W/dead Weap,0,0,0,1,3,Low,1,1
58,African-American,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
27,African-American,Male,14,F,False Imprisonment,2,0,0,1,10,High,1,1
28,African-American,Male,5,F,Driving While License Revoked,0,0,0,1,5,Medium,1,1
24,African-American,Male,15,F,Deliver Cocaine,0,5,1,1,10,High,1,1
50,Caucasian,Male,0,M,DUI - Enhanced,0,0,0,0,1,Low,0,1
30,African-American,Female,15,F,Possession of Cocaine,0,0,0,1,9,High,1,0
46,Hispanic,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,1
43,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,1,Low,1,1
24,Caucasian,Male,0,F,arrest case no charge,0,0,0,1,2,Low,1,1
34,African-American,Male,10,F,Aggravated Assault W/dead Weap,0,0,0,0,7,Medium,1,1
26,Caucasian,Male,2,F,Possession Burglary Tools,0,0,0,0,2,Low,1,1
31,Caucasian,Male,0,F,Possession Of Methamphetamine,0,0,0,0,1,Low,1,1
23,African-American,Male,1,F,Grand Theft in the 3rd Degree,0,0,3,1,3,Low,1,1
39,African-American,Male,0,F,Kidnapping / Domestic Violence,0,0,0,0,1,Low,1,1
50,African-American,Male,4,F,Driving While License Revoked,0,0,0,1,1,Low,1,1
22,African-American,Female,0,M,Battery,0,0,0,0,6,Medium,0,0
25,African-American,Female,0,M,Battery,0,0,0,0,2,Low,0,0
21,African-American,Female,2,F,Crimin Mischief Damage $1000+,0,1,0,0,9,High,1,0
20,Caucasian,Male,1,F,Possession of Cannabis,0,0,0,0,4,Low,1,1
54,African-American,Male,12,M,Battery,0,0,0,1,5,Medium,0,1
27,African-American,Female,2,F,Felony Petit Theft,0,0,0,1,6,Medium,1,0
45,Caucasian,Male,5,F,Possession of Methadone,0,0,0,1,5,Medium,1,1
34,African-American,Male,13,F,arrest case no charge,3,1,0,1,7,Medium,1,1
55,Caucasian,Female,0,F,Battery on a Person Over 65,0,0,0,0,1,Low,1,0
24,African-American,Male,0,M,Battery,0,0,0,0,2,Low,0,1
20,African-American,Male,0,F,Possession of Cocaine,0,0,1,1,10,High,1,1
37,African-American,Male,5,M,Battery,0,0,0,1,5,Medium,0,1
34,Caucasian,Female,1,M,Battery,0,0,0,0,1,Low,0,0
41,African-American,Female,2,F,Aggravated Assault W/dead Weap,0,0,0,1,6,Medium,1,0
21,African-American,Male,1,F,arrest case no charge,0,0,0,1,6,Medium,1,1
22,African-American,Male,3,F,Burglary Unoccupied Dwelling,0,0,0,1,3,Low,1,1
24,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,8,High,1,1
42,Caucasian,Male,8,F,Agg Fleeing and Eluding,0,0,0,0,4,Low,1,1
23,African-American,Female,0,M,Battery,0,0,0,1,4,Low,0,0
20,Caucasian,Male,0,M,Battery,0,0,0,0,4,Low,0,1
44,Caucasian,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,1,1,Low,1,0
20,African-American,Male,0,M,Assault,0,0,0,0,4,Low,0,1
27,African-American,Male,5,M,Driving License Suspended,0,0,0,0,5,Medium,0,1
20,Caucasian,Male,0,M,Battery,0,0,0,1,10,High,0,1
20,African-American,Male,0,F,Possession of Cannabis,0,0,0,0,6,Medium,1,1
28,Caucasian,Male,1,F,Poss Pyrrolidinovalerophenone,0,0,0,1,4,Low,1,1
29,African-American,Male,9,F,arrest case no charge,0,0,0,1,7,Medium,1,1
21,African-American,Male,0,F,Felony Battery,0,0,0,1,9,High,1,1
24,African-American,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,1,6,Medium,1,0
21,Other,Male,0,F,Possession of Cocaine,0,0,0,1,4,Low,1,1
24,African-American,Female,0,F,Resist Officer w/Violence,0,0,0,0,5,Medium,1,0
23,African-American,Male,3,F,Possession Of Clonazepam,0,1,0,1,5,Medium,1,1
27,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,4,Low,1,1
24,Caucasian,Male,0,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,4,Low,1,1
31,African-American,Male,6,M,Battery,0,1,0,1,6,Medium,0,1
22,African-American,Male,0,F,Dealing in Stolen Property,0,0,0,1,4,Low,1,1
54,Caucasian,Male,0,F,Battery on Law Enforc Officer,0,0,0,0,1,Low,1,1
35,African-American,Female,7,F,arrest case no charge,0,0,0,1,6,Medium,1,0
53,African-American,Female,0,F,Dealing in Stolen Property,0,0,0,0,5,Medium,1,0
26,African-American,Male,9,M,Petit Theft,0,0,0,1,4,Low,0,1
48,African-American,Male,7,M,Susp Drivers Lic 1st Offense,0,0,0,1,4,Low,0,1
56,African-American,Female,2,M,Driving Under The Influence,0,0,0,1,1,Low,0,0
25,African-American,Male,6,F,"Poss 3,4 MDMA (Ecstasy)",0,0,0,1,7,Medium,1,1
49,Caucasian,Female,0,F,Resist Officer w/Violence,0,0,0,0,1,Low,1,0
34,Caucasian,Male,0,M,Susp Drivers Lic 1st Offense,0,0,0,1,2,Low,0,1
21,African-American,Male,0,M,Battery,0,0,0,1,6,Medium,0,1
23,Caucasian,Male,0,F,Trespassing/Construction Site,0,0,0,1,6,Medium,1,1
57,Caucasian,Male,0,F,arrest case no charge,0,0,0,0,1,Low,1,1
25,Caucasian,Male,5,F,Possession of Oxycodone,0,0,0,1,10,High,1,1
42,African-American,Female,1,F,Felony Driving While Lic Suspd,0,0,0,0,5,Medium,1,0
51,African-American,Male,1,F,Possession of Cocaine,0,0,0,0,5,Medium,1,1
31,Other,Male,5,M,Battery,0,1,0,0,2,Low,0,1
53,African-American,Male,13,M,arrest case no charge,0,0,0,0,5,Medium,0,1
43,African-American,Female,6,F,Grand Theft in the 3rd Degree,0,0,0,0,7,Medium,1,0
34,African-American,Male,0,F,Carrying Concealed Firearm,0,0,0,0,1,Low,1,1
27,Caucasian,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,1,5,Medium,1,0
51,African-American,Male,0,M,Operating W/O Valid License,0,0,0,0,1,Low,0,1
26,Caucasian,Male,1,M,Operating W/O Valid License,0,0,0,0,4,Low,0,1
47,African-American,Male,5,F,Possession of Cocaine,0,0,0,0,6,Medium,1,1
22,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,1,0,4,Low,1,1
36,Caucasian,Female,0,F,Possession of Cocaine,0,0,0,0,2,Low,1,0
36,Hispanic,Female,1,M,Battery,0,0,0,0,3,Low,0,0
41,Caucasian,Male,4,F,Possession Of Heroin,0,0,0,1,3,Low,1,1
25,African-American,Male,6,M,Viol Prot Injunc Repeat Viol,0,3,1,0,6,Medium,0,1
31,Hispanic,Female,2,F,Drivg While Lic Suspd/Revk/Can,0,0,0,1,3,Low,1,0
33,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
44,Caucasian,Female,3,F,Poss Pyrrolidinovalerophenone,0,0,0,1,2,Low,1,0
46,Caucasian,Male,0,F,Aggravated Assault W/dead Weap,0,0,0,1,2,Low,1,1
28,African-American,Female,1,F,Grand Theft (Motor Vehicle),0,0,0,0,2,Low,1,0
28,African-American,Male,5,F,arrest case no charge,1,0,0,1,5,Medium,1,1
66,African-American,Male,5,F,Possession of Cocaine,0,0,0,1,2,Low,1,1
20,Caucasian,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,0,3,Low,0,1
27,African-American,Male,2,F,Driving While License Revoked,0,0,0,0,3,Low,1,1
24,Other,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,4,Low,1,0
25,African-American,Male,3,F,Aggravated Battery / Pregnant,0,0,0,1,3,Low,1,1
39,African-American,Female,1,F,arrest case no charge,0,0,0,0,5,Medium,1,0
41,African-American,Female,7,F,Possession of Cannabis,0,0,0,1,4,Low,1,0
26,African-American,Male,0,F,Crim Use of Personal ID Info,0,0,0,0,2,Low,1,1
25,African-American,Male,2,M,Operating W/O Valid License,0,0,0,1,5,Medium,0,1
55,Hispanic,Male,0,M,Battery,0,0,0,0,1,Low,0,1
22,African-American,Male,2,F,Grand Theft Dwell Property,0,0,0,1,9,High,1,1
29,Other,Female,2,M,Battery,0,0,0,1,2,Low,0,0
25,African-American,Male,7,F,Burglary Conveyance Unoccup,0,0,0,1,9,High,1,1
50,Hispanic,Male,5,F,Felony Driving While Lic Suspd,0,0,0,1,1,Low,1,1
20,Caucasian,Female,0,M,Battery,0,0,0,1,6,Medium,0,0
56,Caucasian,Male,5,M,arrest case no charge,0,0,0,0,7,Medium,0,1
25,African-American,Male,5,F,Pos Cannabis W/Intent Sel/Del,0,0,0,1,8,High,1,1
48,African-American,Female,1,F,Possess Controlled Substance,0,0,0,0,1,Low,1,0
21,African-American,Male,1,F,Burglary Unoccupied Dwelling,0,0,0,0,9,High,1,1
31,Caucasian,Male,2,M,Battery,0,0,0,1,1,Low,0,1
35,Caucasian,Male,0,M,Expired DL More Than 6 Months,0,0,0,0,2,Low,0,1
25,Hispanic,Male,6,M,Battery,0,0,0,1,7,Medium,0,1
34,African-American,Male,2,F,Carrying Concealed Firearm,0,0,0,1,3,Low,1,1
32,African-American,Male,0,F,Aggravated Battery / Pregnant,0,0,0,0,7,Medium,1,1
31,African-American,Female,1,F,Felony Battery (Dom Strang),0,0,0,1,3,Low,1,0
44,Hispanic,Female,0,M,Battery,0,0,0,0,1,Low,0,0
31,African-American,Male,11,M,Battery,0,0,0,1,7,Medium,0,1
28,African-American,Male,3,M,Petit Theft,0,0,0,1,2,Low,0,1
27,African-American,Female,10,F,arrest case no charge,0,1,0,1,9,High,1,0
24,African-American,Male,0,F,Deliver Cocaine,0,0,2,1,9,High,1,1
49,Caucasian,Male,0,F,Felony Driving While Lic Suspd,0,0,0,0,1,Low,1,1
40,Caucasian,Female,0,F,Possession of Cocaine,0,0,0,0,2,Low,1,0
22,African-American,Male,4,M,Driving License Suspended,0,0,0,0,6,Medium,0,1
28,African-American,Male,5,F,arrest case no charge,0,0,0,1,2,Low,1,1
24,African-American,Male,2,F,Possession of Hydromorphone,0,0,0,1,6,Medium,1,1
49,Caucasian,Male,1,M,Battery,0,0,0,0,1,Low,0,1
33,Caucasian,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,7,Medium,0,1
44,Caucasian,Male,0,F,Burglary Conveyance Unoccup,0,0,0,1,7,Medium,1,1
41,African-American,Male,12,F,Possession Of Alprazolam,0,0,3,1,6,Medium,1,1
46,Caucasian,Male,0,F,Manufacture Cannabis,0,0,0,0,1,Low,1,1
57,African-American,Male,2,M,arrest case no charge,0,0,0,0,1,Low,0,1
32,African-American,Male,0,F,Possession of Cannabis,0,0,0,0,9,High,1,1
36,African-American,Male,1,M,Battery,0,0,0,0,9,High,0,1
30,African-American,Male,1,M,Battery,0,0,0,0,8,High,0,1
28,African-American,Male,0,M,Manage Busn W/O City Occup Lic,0,0,0,0,2,Low,0,1
31,Caucasian,Male,3,M,Battery,0,0,0,1,4,Low,0,1
29,African-American,Male,8,F,Possession of Cocaine,1,0,0,1,10,High,1,1
21,African-American,Male,1,M,Burglary Unoccupied Dwelling,0,0,0,0,5,Medium,0,1
23,African-American,Male,5,F,Possession Burglary Tools,1,0,0,1,8,High,1,1
27,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
25,Caucasian,Male,4,F,Possession Of Alprazolam,0,0,0,0,9,High,1,1
49,African-American,Female,25,F,Felony Petit Theft,0,0,0,1,10,High,1,0
35,Other,Male,2,F,Grand Theft in the 3rd Degree,0,0,0,0,5,Medium,1,1
35,Hispanic,Male,0,F,Tamper With Witness/Victim/CI,0,0,0,1,2,Low,1,1
25,African-American,Female,1,M,Battery,0,0,0,1,8,High,0,0
32,Hispanic,Male,2,M,arrest case no charge,1,0,0,1,7,Medium,0,1
35,African-American,Male,9,F,Tampering With Physical Evidence,0,0,0,0,6,Medium,1,1
32,African-American,Male,0,M,Operating W/O Valid License,0,0,0,0,9,High,0,1
23,African-American,Female,0,M,Disorderly Conduct,0,0,0,0,4,Low,0,0
23,African-American,Male,4,F,Burglary Unoccupied Dwelling,1,1,2,0,10,High,1,1
26,African-American,Female,0,M,Opert With Susp DL 2nd Offens,0,0,0,0,8,High,0,0
31,African-American,Male,9,F,Possession of Cocaine,0,0,0,1,8,High,1,1
22,African-American,Male,0,M,Battery,0,0,0,1,4,Low,0,1
20,Caucasian,Female,0,F,Poss Pyrrolidinovalerophenone,0,0,0,1,8,High,1,0
24,African-American,Male,1,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,3,Low,1,1
37,African-American,Male,0,M,Susp Drivers Lic 1st Offense,0,0,0,0,7,Medium,0,1
29,African-American,Male,0,F,Possession Of Methamphetamine,0,0,0,0,5,Medium,1,1
34,Other,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,2,Low,1,1
29,African-American,Male,9,F,Deliver Cocaine 1000FT School,0,0,1,1,7,Medium,1,1
49,Caucasian,Male,3,F,Agg Battery Grt/Bod/Harm,0,0,0,0,1,Low,1,1
31,African-American,Male,2,F,arrest case no charge,0,0,0,0,2,Low,1,1
59,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
39,African-American,Male,2,M,Resist/Obstruct W/O Violence,0,0,0,1,1,Low,0,1
23,African-American,Male,1,F,Possession Burglary Tools,0,0,1,0,5,Medium,1,1
27,African-American,Male,3,F,arrest case no charge,0,0,0,1,1,Low,1,1
22,African-American,Male,1,F,Uttering a Forged Instrument,0,0,0,0,9,High,1,1
21,Caucasian,Male,0,F,Burglary Conveyance Unoccup,0,0,0,1,9,High,1,1
36,African-American,Male,0,F,Aggravated Battery,0,0,0,0,1,Low,1,1
30,African-American,Male,10,F,arrest case no charge,0,0,1,1,6,Medium,1,1
31,Caucasian,Male,3,M,Driving Under The Influence,0,0,0,0,7,Medium,0,1
29,Hispanic,Female,0,M,Disorderly Conduct,0,0,0,0,3,Low,0,0
47,Other,Male,5,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,1,Low,0,1
26,Caucasian,Male,0,F,Aggravated Assault W/Dead Weap,0,0,0,0,2,Low,1,1
24,African-American,Male,0,M,Battery,0,0,0,0,4,Low,0,1
43,Other,Male,1,F,Possession of Cocaine,0,0,0,0,1,Low,1,1
27,African-American,Male,11,F,Deliver Cocaine,1,2,0,0,9,High,1,1
28,Caucasian,Male,4,F,arrest case no charge,0,0,0,0,4,Low,1,1
33,Other,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,0
54,Caucasian,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,1,3,Low,1,1
57,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
30,African-American,Male,2,F,Burglary Unoccupied Dwelling,0,0,0,0,2,Low,1,1
27,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
31,African-American,Female,4,F,Aggrav Battery w/Deadly Weapon,0,0,0,0,8,High,1,0
29,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,3,Low,1,1
29,Hispanic,Female,0,M,Battery,0,0,0,1,2,Low,0,0
33,Hispanic,Male,2,M,Driving License Suspended,0,0,0,0,3,Low,0,1
22,African-American,Male,0,M,Battery,0,0,0,0,4,Low,0,1
35,African-American,Male,0,M,Battery,0,0,0,1,8,High,0,1
29,African-American,Male,2,F,Resist Officer w/Violence,0,0,0,1,1,Low,1,1
30,African-American,Male,14,F,Driving While License Revoked,0,1,0,0,7,Medium,1,1
27,African-American,Male,2,F,Tampering With Physical Evidence,0,0,0,1,10,High,1,1
63,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
27,African-American,Male,6,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
34,Other,Male,3,M,Battery,0,0,0,0,2,Low,0,1
36,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,1,8,High,1,1
21,African-American,Male,0,F,Carrying Concealed Firearm,0,0,0,0,8,High,1,1
23,Caucasian,Male,1,F,Grand Theft in the 3rd Degree,0,0,0,0,3,Low,1,1
40,African-American,Male,1,F,arrest case no charge,0,0,0,0,3,Low,1,1
30,African-American,Male,3,M,Battery,0,0,0,1,5,Medium,0,1
41,African-American,Male,1,M,Battery,0,0,0,0,5,Medium,0,1
56,Caucasian,Male,0,M,Driving Under The Influence,0,0,0,0,1,Low,0,1
23,African-American,Male,1,F,Possession of Codeine,0,0,0,1,3,Low,1,1
61,African-American,Male,14,M,Poss Of Controlled Substance,0,0,0,0,2,Low,0,1
22,Hispanic,Male,0,F,Dealing in Stolen Property,0,0,0,1,7,Medium,1,1
20,African-American,Male,0,F,Pos Cannabis W/Intent Sel/Del,0,0,0,1,6,Medium,1,1
49,Caucasian,Male,2,F,Felony/Driving Under Influence,0,0,0,1,1,Low,1,1
31,African-American,Male,6,F,Felony Battery (Dom Strang),2,0,0,0,6,Medium,1,1
50,African-American,Male,7,F,arrest case no charge,0,0,0,1,5,Medium,1,1
31,African-American,Female,3,M,Battery,0,0,0,1,2,Low,0,0
32,African-American,Male,4,F,Poss Cocaine/Intent To Del/Sel,1,0,2,0,10,High,1,1
44,African-American,Male,0,F,Felony Battery (Dom Strang),0,0,0,1,1,Low,1,1
56,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
62,African-American,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
43,African-American,Male,3,F,Felony Driving While Lic Suspd,0,0,0,1,1,Low,1,1
24,African-American,Female,1,M,Battery,0,0,0,1,4,Low,0,0
41,African-American,Male,13,F,Possession Of Carisoprodol,0,0,0,1,10,High,1,1
23,Caucasian,Male,0,M,Battery,0,0,0,0,5,Medium,0,1
53,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
67,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
38,Hispanic,Male,0,M,Battery,0,0,0,0,1,Low,0,1
40,Other,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
20,African-American,Male,0,F,Threat Public Servant,0,0,0,1,6,Medium,1,1
45,Other,Female,1,F,arrest case no charge,0,0,0,0,1,Low,1,0
29,African-American,Male,3,M,Battery,1,0,0,1,8,High,0,1
32,Hispanic,Male,0,M,Battery,0,0,0,0,2,Low,0,1
34,Caucasian,Female,0,F,Possession of Cocaine,0,0,1,1,2,Low,1,0
39,Other,Female,0,F,Criminal Mischief,0,0,0,0,1,Low,1,0
29,African-American,Male,0,F,Felony Battery w/Prior Convict,0,0,0,0,2,Low,1,1
46,African-American,Male,4,F,arrest case no charge,0,0,0,0,1,Low,1,1
31,African-American,Male,9,M,Battery,0,0,0,1,8,High,0,1
24,African-American,Male,1,M,Battery,0,0,0,0,2,Low,0,1
28,African-American,Male,1,F,arrest case no charge,0,0,0,1,1,Low,1,1
25,African-American,Female,0,M,Battery,0,0,0,1,4,Low,0,0
24,African-American,Female,0,M,Battery,0,0,0,0,6,Medium,0,0
29,Other,Male,5,F,Resist Officer w/Violence,0,0,0,0,6,Medium,1,1
28,Hispanic,Male,3,F,arrest case no charge,0,0,0,1,8,High,1,1
36,Caucasian,Male,1,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,1
25,African-American,Male,2,M,Tresspass in Structure or Conveyance,0,0,0,0,6,Medium,0,1
29,Caucasian,Male,0,F,Felony Battery,0,0,0,0,1,Low,1,1
26,Caucasian,Female,1,F,Agg Battery Grt/Bod/Harm,0,0,0,0,9,High,1,0
23,African-American,Male,3,F,Pos Cannabis W/Intent Sel/Del,1,0,0,1,9,High,1,1
20,Other,Male,1,F,Grand Theft (Motor Vehicle),0,0,0,1,10,High,1,1
32,African-American,Male,4,F,Driving While License Revoked,0,0,0,1,6,Medium,1,1
29,Hispanic,Male,1,F,Agg Battery Grt/Bod/Harm,0,0,0,0,1,Low,1,1
26,Caucasian,Female,0,F,Aggravated Assault W/Dead Weap,0,0,0,0,3,Low,1,0
35,Caucasian,Male,0,M,Driving Under The Influence,0,0,0,1,1,Low,0,1
23,African-American,Male,0,M,Possess Drug Paraphernalia,0,0,0,1,4,Low,0,1
46,Caucasian,Female,0,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,0
41,Caucasian,Male,0,F,Aggrav Battery w/Deadly Weapon,0,0,0,0,1,Low,1,1
22,Caucasian,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,1,1,6,Medium,0,1
27,African-American,Male,7,M,Robbery / No Weapon,0,0,0,1,7,Medium,0,1
38,Other,Female,0,M,Battery,0,0,0,0,1,Low,0,0
24,African-American,Female,1,F,Sale/Del Cannabis At/Near Scho,0,0,0,1,6,Medium,1,0
